iter	Logloss	Accuracy
96	0.3163743142	0.8732970027
97	0.3158178554	0.8705722071
98	0.31492076	0.8760217984
99	0.3129191556	0.8760217984
100	0.311988496	0.8760217984
101	0.3113403317	0.8746594005
102	0.3100716763	0.8760217984
103	0.3088658783	0.8773841962
104	0.3081729261	0.8760217984
105	0.3071673637	0.8760217984
106	0.3062480613	0.8760217984
107	0.3056357199	0.8760217984
108	0.3049913211	0.8760217984
109	0.3037190897	0.8760217984
110	0.3032209206	0.8760217984
111	0.3024378949	0.8760217984
112	0.3015596899	0.8760217984
113	0.3005537462	0.8773841962
114	0.2990775179	0.8801089918
115	0.2985439867	0.878746594
116	0.2978245901	0.878746594
117	0.2969298785	0.8801089918
118	0.2954213165	0.8828337875
119	0.2952513183	0.8814713896
120	0.2943703487	0.8814713896
121	0.2927543702	0.8828337875
122	0.2918592979	0.8841961853
123	0.2911144431	0.8841961853
124	0.2903651596	0.8841961853
125	0.2896679691	0.8841961853
126	0.2889601262	0.8841961853
127	0.2880799971	0.8841961853
128	0.2876091393	0.8841961853
129	0.2870457749	0.8841961853
130	0.2867469782	0.8841961853
131	0.2863396465	0.8841961853
132	0.2854849147	0.8841961853
133	0.2850522367	0.8841961853
134	0.2844157565	0.8841961853
135	0.283906659	0.8841961853
136	0.2833062016	0.8841961853
137	0.2824715993	0.8841961853
138	0.2815434188	0.8841961853
139	0.2808950357	0.8841961853
140	0.2799116529	0.8841961853
141	0.2793103557	0.8841961853
142	0.2785597411	0.8841961853
143	0.2781099004	0.8841961853
144	0.2774470973	0.8841961853
145	0.2769785682	0.8841961853
146	0.2763666912	0.8841961853
147	0.2759938253	0.8841961853
148	0.27522293	0.8855585831
149	0.2745832417	0.8855585831
150	0.2739394563	0.8855585831
151	0.2735079262	0.8855585831
152	0.2728425651	0.8855585831
153	0.272607611	0.8869209809
154	0.2723162644	0.8869209809
155	0.2717491369	0.8869209809
156	0.2715394422	0.8869209809
157	0.2709919406	0.8869209809
158	0.2701128815	0.8869209809
159	0.2698332055	0.8869209809
160	0.2693607044	0.8869209809
161	0.2691146808	0.8869209809
162	0.2687512994	0.8869209809
163	0.2683469343	0.8869209809
164	0.2677179181	0.8882833787
165	0.2672838508	0.8882833787
166	0.2668910557	0.8882833787
167	0.2665711376	0.8882833787
168	0.2660414148	0.8896457766
169	0.2652695586	0.8910081744
170	0.2648208073	0.8923705722
171	0.2640221874	0.8923705722
172	0.2637008798	0.8923705722
173	0.263166013	0.8923705722
174	0.2624551873	0.8923705722
175	0.2618915171	0.8923705722
176	0.2615065307	0.8923705722
177	0.2609991749	0.8923705722
178	0.2602441262	0.8923705722
179	0.260022038	0.8923705722
180	0.2592457824	0.8923705722
181	0.2586900033	0.8923705722
182	0.2581776005	0.8923705722
183	0.2575502744	0.8923705722
184	0.2567137362	0.89373297
185	0.2561741245	0.89373297
186	0.2557916614	0.8950953678
187	0.2552284468	0.8964577657
188	0.2547872378	0.8964577657
189	0.2538270555	0.8978201635
190	0.2536367863	0.8978201635
191	0.2531331429	0.8964577657
192	0.2523391007	0.8964577657
193	0.2520199158	0.8950953678
194	0.2517849129	0.8950953678
195	0.2510502838	0.8964577657
196	0.2506733685	0.8950953678
197	0.2498500311	0.8950953678
198	0.2492979539	0.8964577657
199	0.248793956	0.8978201635
200	0.248496359	0.8978201635
201	0.248063681	0.8991825613
202	0.2475763159	0.8991825613
203	0.2468986016	0.8991825613
204	0.2461040889	0.8991825613
205	0.2459390467	0.8991825613
206	0.2458859421	0.8991825613
207	0.2452056813	0.8991825613
208	0.2446198404	0.9005449591
209	0.2441581204	0.9005449591
210	0.2437009243	0.9019073569
211	0.2431244164	0.9005449591
212	0.242688056	0.9005449591
213	0.2420156284	0.9032697548
214	0.2416628709	0.9046321526
215	0.2410956635	0.9059945504
216	0.2404871209	0.9059945504
217	0.2397132715	0.9059945504
218	0.2391654154	0.9059945504
219	0.2384812286	0.9073569482
220	0.238278429	0.908719346
221	0.2378199562	0.908719346
222	0.2376785277	0.908719346
223	0.2375106052	0.908719346
224	0.2372066252	0.9100817439
225	0.2368833362	0.9100817439
226	0.2365794861	0.9100817439
227	0.2361482161	0.9100817439
228	0.2357467194	0.9100817439
229	0.2354398509	0.9114441417
230	0.2350126406	0.9128065395
231	0.2347119005	0.9128065395
232	0.2343136847	0.9128065395
233	0.233731388	0.9128065395
234	0.2333477006	0.9128065395
235	0.2329406209	0.9128065395
236	0.2324422458	0.9128065395
237	0.2318360813	0.9128065395
238	0.2315804549	0.9128065395
239	0.2310412991	0.9128065395
240	0.2308046612	0.9128065395
241	0.2302592798	0.9141689373
242	0.2296946443	0.9141689373
243	0.2293170909	0.9141689373
244	0.2291007304	0.9141689373
245	0.2285606699	0.9141689373
246	0.2281569232	0.9155313351
247	0.2275391502	0.9141689373
248	0.227166078	0.9155313351
249	0.2266061538	0.916893733
250	0.2264010561	0.916893733
251	0.2261874765	0.916893733
252	0.225773057	0.916893733
253	0.2256367279	0.916893733
254	0.2251637396	0.916893733
255	0.2249871699	0.916893733
256	0.2246746722	0.916893733
257	0.2245666459	0.916893733
258	0.2244219314	0.916893733
259	0.2240475347	0.9196185286
260	0.2235305223	0.9196185286
261	0.2231507783	0.9196185286
262	0.2227600698	0.9196185286
263	0.2225593866	0.9196185286
264	0.2222160877	0.9196185286
265	0.2219391127	0.9196185286
266	0.2216416141	0.9196185286
267	0.2211032593	0.9196185286
268	0.2206465138	0.9196185286
269	0.2203835984	0.9196185286
270	0.219730693	0.9209809264
271	0.2193848982	0.9209809264
272	0.2191102904	0.9209809264
273	0.2188169959	0.9209809264
274	0.2182858725	0.9209809264
275	0.2180264302	0.9209809264
276	0.2176873779	0.9209809264
277	0.2175268623	0.9223433243
278	0.2169906485	0.9223433243
279	0.2166458881	0.9223433243
280	0.2163570505	0.9223433243
281	0.2161198828	0.9250681199
282	0.2159817842	0.9237057221
283	0.2156877118	0.9237057221
284	0.2151509395	0.9237057221
285	0.2149852024	0.9250681199
286	0.2145174345	0.9250681199
287	0.2142660003	0.9250681199
288	0.2141240806	0.9250681199
289	0.2136503557	0.9250681199
290	0.2132848538	0.9250681199
291	0.2131308672	0.9250681199
292	0.212887749	0.9250681199
293	0.2126950084	0.9250681199
294	0.2124499002	0.9250681199
295	0.2120805342	0.9250681199
296	0.2118838909	0.9250681199
297	0.2117249638	0.9250681199
298	0.2114499459	0.9250681199
299	0.2111980354	0.9250681199
300	0.2108692668	0.9250681199
301	0.2105635423	0.9250681199
302	0.2103935459	0.9250681199
303	0.2102548424	0.9250681199
304	0.2096444979	0.9250681199
305	0.2092801564	0.9250681199
306	0.2088447228	0.9250681199
307	0.2084550444	0.9250681199
308	0.2079495215	0.9250681199
309	0.2076490618	0.9250681199
310	0.2073469461	0.9250681199
311	0.2067271368	0.9264305177
312	0.2064942238	0.9264305177
313	0.2061426642	0.9264305177
314	0.2058723645	0.9264305177
315	0.2055702279	0.9277929155
316	0.2053528891	0.9277929155
317	0.2048010568	0.9277929155
318	0.2044388742	0.9277929155
319	0.2038898422	0.9291553134
320	0.2037078233	0.9291553134
321	0.203222548	0.9291553134
322	0.2028402335	0.9291553134
323	0.2025856528	0.9291553134
324	0.2021986553	0.9291553134
325	0.2019732366	0.9291553134
326	0.2016316754	0.9291553134
327	0.2011796531	0.9291553134
328	0.2009968327	0.9291553134
329	0.2007257604	0.9291553134
330	0.2005091655	0.9291553134
331	0.20025934	0.9305177112
332	0.1999657408	0.9291553134
333	0.1997417392	0.9291553134
334	0.1993742084	0.9291553134
335	0.1991672772	0.9305177112
336	0.1986952633	0.931880109
337	0.1984418441	0.931880109
338	0.1981000032	0.931880109
339	0.1980202945	0.9332425068
340	0.1978352848	0.9332425068
341	0.1972030281	0.9332425068
342	0.1969217755	0.9346049046
343	0.19624628	0.9373297003
344	0.1957739791	0.9359673025
345	0.1955667685	0.9359673025
346	0.1952972989	0.9373297003
347	0.1949295668	0.9373297003
348	0.1947610939	0.9373297003
349	0.194680348	0.9373297003
350	0.1945010595	0.9386920981
351	0.194234061	0.9400544959
352	0.1940422767	0.9400544959
353	0.1938337888	0.9400544959
354	0.1935568043	0.9400544959
355	0.1934002701	0.9400544959
356	0.1931624063	0.9400544959
357	0.1929336642	0.9414168937
358	0.1925746165	0.9414168937
359	0.1921843099	0.9400544959
360	0.1919332436	0.9414168937
361	0.1918040538	0.9414168937
362	0.1915862617	0.9414168937
363	0.1915246054	0.9414168937
364	0.1913439003	0.9414168937
365	0.191079848	0.9414168937
366	0.190616693	0.9414168937
367	0.1903017915	0.9441416894
368	0.190117316	0.9441416894
369	0.1898694444	0.9441416894
370	0.1896159976	0.9441416894
371	0.1893123846	0.9441416894
372	0.1890373058	0.9441416894
373	0.1888413957	0.9441416894
374	0.1885967152	0.9441416894
375	0.1882919163	0.9441416894
376	0.1880946342	0.9441416894
377	0.1878603548	0.9441416894
378	0.1876242428	0.9441416894
379	0.1873941296	0.9455040872
380	0.1870160473	0.9455040872
381	0.1867840116	0.9455040872
382	0.1864913208	0.9441416894
383	0.1862486049	0.9455040872
384	0.1859711224	0.946866485
385	0.1857820471	0.946866485
386	0.18537042	0.9455040872
387	0.1851475366	0.946866485
388	0.1850219318	0.946866485
389	0.1847044833	0.946866485
390	0.1844049978	0.946866485
391	0.1841435054	0.946866485
392	0.1839354271	0.946866485
393	0.1839015301	0.946866485
394	0.1836036331	0.9482288828
395	0.1834900612	0.9482288828
396	0.1833288637	0.9482288828
397	0.1830992322	0.9482288828
398	0.1828601798	0.9482288828
399	0.1826275462	0.9482288828
400	0.1824912941	0.9482288828
401	0.1820585875	0.9482288828
402	0.1819304079	0.9482288828
403	0.1815832337	0.9495912807
404	0.1814303239	0.9495912807
405	0.1812579088	0.9495912807
406	0.1809042381	0.9495912807
407	0.1806196617	0.9495912807
408	0.1803785518	0.9509536785
409	0.1799685171	0.9495912807
410	0.1798424888	0.9495912807
411	0.1796612489	0.9495912807
412	0.1795679725	0.9495912807
413	0.1793707518	0.9495912807
414	0.1787714449	0.9495912807
415	0.178672808	0.9509536785
416	0.1784298905	0.9509536785
417	0.1783822189	0.9509536785
418	0.1780581431	0.9509536785
419	0.177757054	0.9509536785
420	0.1774323307	0.9509536785
421	0.1771759152	0.9523160763
422	0.1769783717	0.9523160763
423	0.1766733233	0.9523160763
424	0.1764069148	0.9523160763
425	0.176187518	0.9523160763
426	0.1761106025	0.9523160763
427	0.1760365365	0.9523160763
428	0.1755704792	0.9523160763
429	0.1754390872	0.9523160763
430	0.1752632491	0.9523160763
431	0.1750316185	0.9523160763
432	0.1747474602	0.9523160763
433	0.1746048376	0.9523160763
434	0.1744669932	0.9523160763
435	0.174249904	0.9523160763
436	0.1739596823	0.9523160763
437	0.1734568908	0.9523160763
438	0.1733222971	0.9523160763
439	0.1730423445	0.9523160763
440	0.1728714277	0.9523160763
441	0.1726653602	0.9536784741
442	0.1724741745	0.9536784741
443	0.172359646	0.9536784741
444	0.1719526996	0.9536784741
445	0.1716976265	0.9550408719
446	0.1714373582	0.9550408719
447	0.1712882622	0.9550408719
448	0.170962017	0.9550408719
449	0.1706922454	0.9550408719
450	0.1704799078	0.9550408719
451	0.1700676974	0.9550408719
452	0.1694342482	0.9550408719
453	0.1690019758	0.9564032698
454	0.1687922049	0.9550408719
455	0.1685399305	0.9550408719
456	0.1683015115	0.9564032698
457	0.1679354785	0.9564032698
458	0.1677890588	0.9564032698
459	0.1675656693	0.9564032698
460	0.1673812012	0.9550408719
461	0.1672926713	0.9550408719
462	0.1670265209	0.9550408719
463	0.1668928493	0.9564032698
464	0.1667937109	0.9564032698
465	0.1665734689	0.9550408719
466	0.1660737803	0.9550408719
467	0.1657545493	0.9550408719
468	0.1652861253	0.9564032698
469	0.1650932094	0.9564032698
470	0.1646485672	0.9564032698
471	0.1645497112	0.9564032698
472	0.164359133	0.9564032698
473	0.1642791256	0.9564032698
474	0.1641840624	0.9564032698
475	0.1640242593	0.9577656676
476	0.1635790262	0.9577656676
477	0.1633293999	0.9564032698
478	0.1630213659	0.9577656676
479	0.1626886239	0.9577656676
480	0.1624809014	0.9577656676
481	0.1624007562	0.9577656676
482	0.1621668135	0.9577656676
483	0.1619209125	0.9577656676
484	0.1616154871	0.9577656676
485	0.1613599418	0.9577656676
486	0.161216621	0.9577656676
487	0.160831316	0.9591280654
488	0.1606729427	0.9591280654
489	0.1604940603	0.9591280654
490	0.1602749512	0.9591280654
491	0.1599852231	0.9591280654
492	0.1597704843	0.9591280654
493	0.1595170922	0.9591280654
494	0.1592392985	0.9591280654
495	0.1590763803	0.9591280654
496	0.1588153219	0.9591280654
497	0.1586032393	0.9591280654
498	0.1584947235	0.9591280654
499	0.1579355816	0.9591280654
500	0.1577142275	0.9591280654
501	0.1574639273	0.9591280654
502	0.1573002923	0.9591280654
503	0.1569281775	0.9591280654
504	0.1567325505	0.9591280654
505	0.1565395668	0.9591280654
506	0.1564135911	0.9591280654
507	0.1561947477	0.9604904632
508	0.1560960249	0.9591280654
509	0.1558862397	0.9591280654
510	0.1556317649	0.9591280654
511	0.1554295696	0.9591280654
512	0.1552636184	0.9591280654
513	0.1547151325	0.9591280654
514	0.1545019124	0.9591280654
515	0.1540547534	0.9604904632
516	0.1537904451	0.9604904632
517	0.1536094205	0.961852861
518	0.1533656988	0.961852861
519	0.1531268791	0.961852861
520	0.1527968391	0.961852861
521	0.1525165801	0.961852861
522	0.1523595044	0.961852861
523	0.1521741014	0.961852861
524	0.1517946403	0.961852861
525	0.1515834745	0.961852861
526	0.1513837861	0.961852861
527	0.1512687543	0.961852861
528	0.1510709548	0.961852861
529	0.1508729829	0.961852861
530	0.1507631782	0.961852861
531	0.1505679512	0.961852861
532	0.1503560972	0.961852861
533	0.1501208304	0.961852861
534	0.14999048	0.961852861
535	0.1497246074	0.961852861
536	0.1495276051	0.9632152589
537	0.149411228	0.9645776567
538	0.149362819	0.9645776567
539	0.1491276103	0.9645776567
540	0.1488555636	0.9645776567
541	0.1487036042	0.9645776567
542	0.1484484948	0.9645776567
543	0.1480571084	0.9645776567
544	0.1477897493	0.9645776567
545	0.1476920615	0.9645776567
546	0.1475688914	0.9645776567
547	0.1472129482	0.9645776567
548	0.1469671373	0.9645776567
549	0.1468659895	0.9645776567
550	0.1462745427	0.9645776567
551	0.1459801199	0.9645776567
552	0.1458099784	0.9659400545
553	0.1457390531	0.9659400545
554	0.1455235207	0.9659400545
555	0.1454053937	0.9659400545
556	0.1450914593	0.9645776567
557	0.1449499618	0.9645776567
558	0.1447286164	0.9645776567
559	0.1444697007	0.9645776567
560	0.1442133838	0.9659400545
561	0.1440774755	0.9659400545
562	0.1438729781	0.9659400545
563	0.1435543965	0.9659400545
564	0.1433139429	0.9659400545
565	0.1431935257	0.9659400545
566	0.143021236	0.9659400545
567	0.1429819635	0.9659400545
568	0.1428218851	0.9673024523
569	0.1425522374	0.9673024523
570	0.1425024138	0.9673024523
571	0.1423840733	0.9673024523
572	0.1421888194	0.9673024523
573	0.1421307628	0.9673024523
574	0.1419140278	0.9673024523
575	0.141743482	0.9673024523
576	0.141570676	0.9673024523
577	0.1413523754	0.9673024523
578	0.1412229877	0.9673024523
579	0.1410454916	0.9673024523
580	0.1407802235	0.9673024523
581	0.1405443167	0.9673024523
582	0.1404918015	0.9673024523
583	0.1402377571	0.9673024523
584	0.1399212214	0.9673024523
585	0.1397207507	0.9673024523
586	0.1396176041	0.9673024523
587	0.1394582233	0.9673024523
588	0.1393238636	0.9673024523
589	0.1390992653	0.9673024523
590	0.1387038192	0.9673024523
591	0.1383669124	0.9673024523
592	0.1382453774	0.9673024523
593	0.1380807689	0.9673024523
594	0.1378681538	0.9673024523
595	0.1377316624	0.9673024523
596	0.1374112466	0.9673024523
597	0.1372892136	0.9673024523
598	0.1371368799	0.9673024523
599	0.1369727614	0.9673024523
600	0.1368253199	0.9673024523
601	0.136691087	0.9673024523
602	0.1364042864	0.9673024523
603	0.1361379805	0.9673024523
604	0.1358664038	0.9673024523
605	0.1357320825	0.9673024523
606	0.1355540618	0.9673024523
607	0.1354459709	0.9673024523
608	0.1353202475	0.9673024523
609	0.1351078195	0.9673024523
610	0.1349191079	0.9673024523
611	0.1346405569	0.9673024523
612	0.1343545509	0.9673024523
613	0.1342401354	0.9673024523
614	0.1340256758	0.9673024523
615	0.1336634329	0.9673024523
616	0.1334456791	0.9673024523
617	0.1331819359	0.9673024523
618	0.1328763858	0.9673024523
619	0.1325998613	0.9673024523
620	0.1324729964	0.970027248
621	0.1322755355	0.9686648501
622	0.1320957406	0.970027248
623	0.1319835438	0.970027248
624	0.1318563949	0.970027248
625	0.1316407014	0.970027248
626	0.1314393139	0.970027248
627	0.1312300877	0.970027248
628	0.1310234999	0.970027248
629	0.1307975342	0.9713896458
630	0.1307142281	0.9713896458
631	0.1304781577	0.9713896458
632	0.1303518579	0.9713896458
633	0.1301657965	0.9713896458
634	0.1299684334	0.9713896458
635	0.1298839023	0.9713896458
636	0.1297087524	0.9713896458
637	0.1295248312	0.9713896458
638	0.1293919105	0.9713896458
639	0.1290847134	0.9713896458
640	0.1288407462	0.9713896458
641	0.1286345843	0.9713896458
642	0.1285494443	0.9713896458
643	0.1282161257	0.9713896458
644	0.1279525554	0.9713896458
645	0.1278347452	0.9713896458
646	0.127657677	0.9713896458
647	0.1275299533	0.9713896458
648	0.127245516	0.9713896458
649	0.1271248166	0.9713896458
650	0.1270573249	0.9713896458
651	0.1267637914	0.9713896458
652	0.1266307043	0.9713896458
653	0.1263494433	0.9713896458
654	0.1262688864	0.9713896458
655	0.1261184327	0.9713896458
656	0.1259520126	0.9713896458
657	0.1257612016	0.9713896458
658	0.1256065792	0.9713896458
659	0.1255080778	0.9713896458
660	0.1253691596	0.9713896458
661	0.1252406918	0.9713896458
662	0.1249987947	0.9713896458
663	0.1247159055	0.9713896458
664	0.1244225793	0.9713896458
665	0.1241662421	0.9713896458
666	0.1240039513	0.9713896458
667	0.1238789798	0.9713896458
668	0.1237309006	0.9713896458
669	0.1234770412	0.9713896458
670	0.1232346692	0.9713896458
671	0.1230705995	0.9713896458
672	0.1229932336	0.9713896458
673	0.1227677145	0.9713896458
674	0.1226430823	0.9713896458
675	0.1224881107	0.9713896458
676	0.1223672186	0.9713896458
677	0.122263843	0.9713896458
678	0.1221784607	0.9713896458
679	0.1219795363	0.9713896458
680	0.121840487	0.9727520436
681	0.1217226607	0.9727520436
682	0.1216300026	0.9727520436
683	0.1215246941	0.9727520436
684	0.1213925516	0.9727520436
685	0.1213282814	0.9727520436
686	0.1212289252	0.9727520436
687	0.1211233713	0.9727520436
688	0.1209809537	0.9727520436
689	0.120911651	0.9727520436
690	0.120599702	0.9727520436
691	0.1204398273	0.9727520436
692	0.1201808759	0.9727520436
693	0.1199961145	0.9727520436
694	0.1199130306	0.9727520436
695	0.1198572125	0.9727520436
696	0.1196675207	0.9727520436
697	0.1194866449	0.9727520436
698	0.1193283939	0.9727520436
699	0.1191070066	0.9727520436
700	0.1189202623	0.9727520436
701	0.1186943448	0.9727520436
702	0.1183640093	0.9727520436
703	0.1181212437	0.9727520436
704	0.1179536632	0.9727520436
705	0.1178516075	0.9727520436
706	0.1177935075	0.9727520436
707	0.11758455	0.9727520436
708	0.1174307738	0.9727520436
709	0.1173368684	0.9727520436
710	0.1171849539	0.9727520436
711	0.1170981126	0.9727520436
712	0.1169155177	0.9727520436
713	0.1166730319	0.9727520436
714	0.1165266346	0.9727520436
715	0.1164813925	0.9727520436
716	0.1162991861	0.9727520436
717	0.1160879364	0.9727520436
718	0.1159235908	0.9727520436
719	0.1157374178	0.9727520436
720	0.115632586	0.9727520436
721	0.1155317481	0.9727520436
722	0.1153853614	0.9727520436
723	0.115273344	0.9727520436
724	0.115144565	0.9727520436
725	0.1149772846	0.9727520436
726	0.1148416637	0.9727520436
727	0.114662044	0.9727520436
728	0.114552237	0.9727520436
729	0.1143915269	0.9727520436
730	0.1141396501	0.9727520436
731	0.1140231285	0.9727520436
732	0.1139468479	0.9727520436
733	0.1138691928	0.9727520436
734	0.1136681141	0.9727520436
735	0.1135512555	0.9727520436
736	0.113398895	0.9727520436
737	0.1132172219	0.9727520436
738	0.1131532187	0.9727520436
739	0.1130103256	0.9727520436
740	0.1127623208	0.9727520436
741	0.1124789207	0.9727520436
742	0.1122908818	0.9727520436
743	0.1121508021	0.9727520436
744	0.1120742757	0.9727520436
745	0.1116922905	0.9727520436
746	0.1114873177	0.9727520436
747	0.1113530027	0.9727520436
748	0.1111558717	0.9727520436
749	0.1110707294	0.9727520436
750	0.1109421098	0.9727520436
751	0.1107712906	0.9727520436
752	0.1106295911	0.9741144414
753	0.1105133069	0.9741144414
754	0.1102540123	0.9741144414
755	0.1101408308	0.9754768392
756	0.1100025469	0.9754768392
757	0.1098485128	0.9754768392
758	0.1096919114	0.9754768392
759	0.1094996796	0.9754768392
760	0.1093378012	0.9754768392
761	0.1091719595	0.9754768392
762	0.1090097287	0.9754768392
763	0.1089559769	0.9754768392
764	0.1088754081	0.9754768392
765	0.1087390696	0.9754768392
766	0.1085958344	0.9754768392
767	0.1084517609	0.9754768392
768	0.1081212156	0.9754768392
769	0.1079881301	0.9754768392
770	0.1078166203	0.9754768392
771	0.1077032013	0.9754768392
772	0.1073799884	0.9754768392
773	0.1069911416	0.9768392371
774	0.1068907817	0.9768392371
775	0.106677998	0.9768392371
776	0.1066105103	0.9768392371
777	0.1064960377	0.9782016349
778	0.1062949266	0.9782016349
779	0.1062334901	0.9782016349
780	0.1061167555	0.9782016349
781	0.1060691889	0.9782016349
782	0.1059889284	0.9782016349
783	0.1057314925	0.9782016349
784	0.105485405	0.9782016349
785	0.1053159179	0.9782016349
786	0.1052317516	0.9782016349
787	0.1050498228	0.9782016349
788	0.1048874262	0.9782016349
789	0.104818762	0.9782016349
790	0.1046386586	0.9782016349
791	0.104500845	0.9782016349
792	0.1042840718	0.9782016349
793	0.1041054826	0.9782016349
794	0.1040127322	0.9782016349
795	0.1039864171	0.9782016349
796	0.1037857563	0.9782016349
797	0.1036701226	0.9782016349
798	0.1035851873	0.9782016349
799	0.1034315607	0.9782016349
800	0.1033347791	0.9782016349
801	0.1031680881	0.9782016349
802	0.1029875065	0.9782016349
803	0.1028937854	0.9782016349
804	0.1027680446	0.9782016349
805	0.102706239	0.9782016349
806	0.1025810963	0.9782016349
807	0.1023977254	0.9782016349
808	0.1022348056	0.9782016349
809	0.1021617749	0.9782016349
810	0.1019460338	0.9782016349
811	0.1017340792	0.9782016349
812	0.1016024113	0.9782016349
813	0.1014605677	0.9782016349
814	0.1013563196	0.9782016349
815	0.1012935281	0.9782016349
816	0.1011695876	0.9782016349
817	0.1010285696	0.9782016349
818	0.1009191519	0.9782016349
819	0.1008211738	0.9782016349
820	0.1006148963	0.9782016349
821	0.1003808326	0.9782016349
822	0.1003092424	0.9782016349
823	0.100246162	0.9782016349
824	0.1000974827	0.9782016349
825	0.0999390074	0.9782016349
826	0.09982333324	0.9782016349
827	0.09957423391	0.9782016349
828	0.09933629522	0.9782016349
829	0.09918053888	0.9782016349
830	0.09895588359	0.9782016349
831	0.09880458622	0.9795640327
832	0.09865281795	0.9795640327
833	0.09856969298	0.9782016349
834	0.09837616058	0.9782016349
835	0.09829581164	0.9782016349
836	0.09822816626	0.9782016349
837	0.09807315218	0.9782016349
838	0.09783355766	0.9795640327
839	0.0974466226	0.9809264305
840	0.09734753693	0.9809264305
841	0.09717709325	0.9809264305
842	0.09703094932	0.9795640327
843	0.09695253715	0.9795640327
844	0.09685763674	0.9795640327
845	0.09676800524	0.9795640327
846	0.0965692759	0.9822888283
847	0.09647476196	0.9822888283
848	0.09626030214	0.9822888283
849	0.09623478804	0.9822888283
850	0.09607990825	0.9822888283
851	0.09604455611	0.9822888283
852	0.09599640118	0.9822888283
853	0.09585274453	0.9822888283
854	0.09576941498	0.9822888283
855	0.09571681519	0.9822888283
856	0.09559312874	0.9822888283
857	0.09551189326	0.9822888283
858	0.09533397334	0.9822888283
859	0.09518708319	0.9822888283
860	0.09500982295	0.9822888283
861	0.09489971234	0.9836512262
862	0.09484062124	0.9836512262
863	0.09473104574	0.9836512262
864	0.09456979316	0.9836512262
865	0.09447013652	0.9836512262
866	0.09434434285	0.9836512262
867	0.09427792363	0.9836512262
868	0.09412896132	0.9836512262
869	0.09405222647	0.9836512262
870	0.09394824785	0.9836512262
871	0.09381109118	0.9836512262
872	0.09373652295	0.9836512262
873	0.09364402755	0.9836512262
874	0.09350039565	0.9836512262
875	0.09341410654	0.9836512262
876	0.09332428874	0.9836512262
877	0.09315318477	0.9836512262
878	0.09286948689	0.9836512262
879	0.09261410006	0.9836512262
880	0.09253693397	0.9836512262
881	0.09235013301	0.9836512262
