-0.6513063	0.20572215	-0.3723092	0.34198737	-0.8740045	0.640723	0.3011039	-0.20215847	0.10482824	0.16553512	0.50908905	0.015765855	0.5463505	-0.3385569	-0.14411385	-0.4859906
-0.3170128	-0.009748829	-0.6610545	-0.18763472	-0.67832655	0.8877516	0.66960067	-0.3142858	-0.25137356	0.31231177	0.015262595	0.40937442	0.78853875	-0.57869613	-0.6290086	-0.5929978
-0.4662057	0.5029479	-0.059035502	0.3392521	-0.7411486	0.9094779	-0.1248113	-0.00033076198	0.18324906	-0.0018062734	0.614289	-0.15073386	0.46622413	-0.07652896	0.09170214	-0.7344459
-0.63133186	0.23057008	-0.08745381	0.38826627	-0.7937466	0.46851143	-0.0013849259	0.04915136	0.18115716	-0.0499637	0.4011306	-0.12243866	0.32465157	-0.11178143	0.042605873	-0.26676434
-0.41781643	0.26046404	-0.21065553	0.15164639	-1.0143151	-0.0315767	-0.00940024	0.04620987	-0.03805776	0.016631206	0.4927533	0.09542845	0.1718918	-0.05496108	0.014920018	-0.2440933
-0.47457808	0.56337667	0.47611392	0.6733314	-0.28901425	1.0831525	-0.50658387	0.13593645	0.6906643	-0.29307237	0.6587988	-0.63413876	-0.025373476	0.44425008	0.59475	-0.95097744
-0.43591806	-0.18327877	-0.36988306	0.15562144	-0.5305141	0.7854938	0.40733567	-0.20168006	0.110982664	0.1528947	0.089987576	0.10401631	0.5211347	-0.40875098	-0.24646029	-0.54874563
-0.21686983	-0.06819159	-0.27880484	0.17732011	-0.813838	0.5332187	0.1709828	-0.3201525	0.10186059	0.29888695	0.39228404	0.040184405	0.48552012	-0.21212244	-0.1451042	-0.5510962
-0.08494049	0.51495254	0.514275	0.6720536	-0.8730095	0.22754245	-0.7664978	-0.28194132	0.49048585	0.34661084	0.94527507	-0.51655173	-0.4284687	0.6620305	0.6651901	-0.87431586
-0.34494665	0.03977992	-0.16600527	0.25858608	-0.3399957	0.8855839	0.079021946	-0.20388095	0.21397856	0.13257086	0.34452158	-0.118728034	0.49216327	-0.1965586	-0.016307456	-0.51635796
